PICKUP_POSTCODE,No_Jobs,No_trips,total_trips,Latitude,Longitude
589214,33,12,45,1.343359,103.785933
589215,4,0,4,1.341846,103.785102
589216,16,0,16,1.342903,103.785667
589217,4,10,14,1.342962,103.785745
589218,44,0,44,1.341521,103.784818
589219,2,2,4,1.342856,103.785565
589220,1,5,6,1.299509,103.837
589221,21,0,21,1.299509,103.837
589222,11,0,11,1.299509,103.837
589223,47,1,48,1.299509,103.837
589224,30,9,39,1.299509,103.837
589226,9,6,15,1.299509,103.837
589227,73,8,81,1.299509,103.837
589239,26,814,840,1.344546,103.77534
589240,115,736,851,1.344545,103.775339
589241,10,30,40,1.344553,103.775337
589242,119,200,319,1.344568,103.775332
589317,21,142,163,1.347037,103.776105
589318,74,54,128,1.34711,103.775796
589319,89,6,95,1.346979,103.776083
589320,431,30,461,1.34737,103.775858
589321,27,1,28,1.346863,103.77604
589323,9,7,16,1.346748,103.775996
589325,16,1,17,1.346632,103.775952
589326,2,6,8,1.347014,103.776589
589327,42,2,44,1.347053,103.776545
589328,3,10,13,1.347109,103.776486
589329,3,1,4,1.299509,103.837
589330,32,6,38,1.347139,103.776428
589331,74,4,78,1.347182,103.776384
589332,45,249,294,1.34723,103.776311
589333,75,18,93,1.348585,103.776634
589362,15,2,17,1.346377,103.788082
589363,0,4,4,1.347111,103.776446
589364,28,0,28,1.346447,103.788117
589365,0,8,8,1.347461,103.788469
589366,4,0,4,1.347328,103.788491
589367,197,2,199,1.347572,103.788433
589368,4,3,7,1.346724,103.788256
589369,2,0,2,1.342281,103.78584
589370,1,4,5,1.347431,103.788061
589371,35,1,36,1.347204,103.788317
589372,9,2,11,1.347037,103.78832
589373,69,0,69,1.34745,103.788285
589375,36,0,36,1.347695,103.788252
589376,31,2,33,1.347349,103.788278
589377,63,2,65,1.347941,103.788219
589378,7,1,8,1.347506,103.788257
589379,26,0,26,1.348186,103.788186
589380,2,0,2,1.347738,103.788413
589381,11,4,15,1.348432,103.788154
589382,18,11,29,1.347818,103.788216
589383,48,8,56,1.348677,103.788121
589384,1,0,1,1.341709,103.78481
589385,8,4,12,1.348659,103.788694
589386,34,0,34,1.34813,103.788174
589387,6,0,6,1.348604,103.788702
589388,0,11,11,1.348287,103.788153
589389,58,1,59,1.348493,103.788718
589390,2,4,6,1.348443,103.788132
589391,1,0,1,1.347974,103.788195
589392,29,6,35,1.348599,103.788111
589393,80,3,83,1.348272,103.78875
589394,4,0,4,1.346586,103.788186
589395,32,1,33,1.348162,103.788766
589396,106,0,106,1.348692,103.788184
589397,0,4,4,1.348667,103.788111
589398,51,0,51,1.348696,103.788257
589399,6,6,12,1.34794,103.788798
589401,1,3,4,1.348051,103.788782
589403,72,4,76,1.348723,103.788794
589405,1,1,2,1.347662,103.788236
589406,0,1,1,1.348382,103.788734
589407,16,1,17,1.34878,103.789088
589409,10,23,33,1.348818,103.789284
589410,20,0,20,1.348781,103.78899
589411,60,0,60,1.34881,103.789137
589412,3,35,38,1.348838,103.789284
589413,2,0,2,1.348742,103.788892
589414,9,12,21,1.34805,103.788781
589415,45,33,78,1.347029,103.788458
589417,5,15,20,1.3472,103.788484
589418,102,6,108,1.346376,103.788081
589419,0,12,12,1.346376,103.788081
589420,11,13,24,1.346376,103.788081
589439,1,6,7,1.334398,103.788874
589440,6,357,363,1.334398,103.788874
589441,3,63,66,1.334493,103.788622
589442,2,41,43,1.334493,103.788622
589443,5,120,125,1.334563,103.788319
589444,2,90,92,1.334563,103.788319
589445,78,957,1035,1.334615,103.788057
589446,56,942,998,1.334614,103.788056
589447,3,0,3,1.341994,103.785363
589448,8,853,861,1.334657,103.787936
589449,15,336,351,1.334744,103.787698
589451,0,2,2,1.34805,103.788781
589452,3,37,40,1.334829,103.787458
589453,3,37,40,1.334916,103.78722
589454,1,26,27,1.334915,103.787219
589455,2,74,76,1.335002,103.786981
589456,3,313,316,1.335088,103.786742
589457,30,1949,1979,1.335174,103.786503
589458,9,690,699,1.335195,103.786443
589459,8,695,703,1.335216,103.786384
589460,0,82,82,1.335257,103.786265
589462,1,58,59,1.335341,103.786027
589463,1,37,38,1.335382,103.785907
589464,1,1,2,1.33483,103.787459
589465,0,104,104,1.335466,103.785669
589466,3,89,92,1.335507,103.78555
589467,5,956,961,1.335549,103.785431
589471,52,1190,1242,1.336112,103.784068
589472,2503,7910,10413,1.336502,103.783339
589473,2845,2078,4923,1.336777,103.782354
589474,800,121,921,1.3381,103.780066
589482,374,561,935,1.338981,103.779784
589483,288,5,293,1.338766,103.780032
589484,228,1,229,1.338621,103.780242
589485,437,2,439,1.338371,103.780426
589486,370,6,376,1.338119,103.780498
589487,372,1034,1406,1.337847,103.780564
589488,1299,121,1420,1.337673,103.780139
589489,774,1485,2259,1.337285,103.780244
589510,6,6,12,1.337001,103.785592
589511,1,0,1,1.348738,103.78877
589512,27,1,28,1.336984,103.785858
589514,10,5,15,1.336938,103.786012
589515,191,8,199,1.337059,103.785926
589544,89,25,114,1.33797,103.783834
589545,10,0,10,1.338144,103.784219
589546,8,6,14,1.338143,103.784218
589547,30,1,31,1.338143,103.784218
589548,8,0,8,1.339199,103.784022
589549,4,1,5,1.338725,103.784142
589550,41,5,46,1.339169,103.783857
589551,0,1,1,1.337084,103.785549
589552,44,12,56,1.33979,103.783685
589553,6,0,6,1.338724,103.784141
589615,42,4,46,1.333167,103.79071
589616,11,49,60,1.333197,103.790635
589617,19,1,20,1.333394,103.790179
589619,60,434,494,1.333168,103.790329
589620,224,1621,1845,1.333183,103.790289
589622,86,82,168,1.333195,103.789041
589623,450,978,1428,1.333711,103.788488
589624,1129,1394,2523,1.33381,103.787841
589626,763,0,763,1.33256,103.785851
589627,2091,1314,3405,1.334821,103.785107
589628,1686,116,1802,1.333898,103.785163
589629,1623,89,1712,1.333442,103.784324
589630,2603,173,2776,1.334078,103.783292
589631,2657,1393,4050,1.334729,103.784429
589632,194,132,326,1.334902,103.783474
589633,781,97,878,1.334404,103.783214
589637,0,12,12,1.33421,103.781744
589638,27,90,117,1.333167,103.790829
589639,583,77,660,1.333534,103.787752
589640,653,8,661,1.333255,103.787655
589641,155,3,158,1.333056,103.787459
589642,226,0,226,1.332664,103.787047
589643,581,3,584,1.332435,103.786935
589644,976,3,979,1.332557,103.786487
589645,584,0,584,1.332805,103.786589
589646,298,5,303,1.332983,103.786709
589647,487,15,502,1.333187,103.784792
589648,641,2,643,1.332954,103.785152
589649,903,1,904,1.332795,103.785426
589650,190,4,194,1.333822,103.78637
589651,589,42,631,1.333821,103.786343
589652,431,1178,1609,1.334162,103.786773
589653,370,161,531,1.334192,103.786806
589654,89,1489,1578,1.333871,103.786777
589655,1067,6,1073,1.333671,103.786636
589656,355,126,481,1.333644,103.786619
589657,491,8,499,1.333118,103.786941
589658,441,28,469,1.333467,103.787128
589659,838,7,845,1.333606,103.787331
589660,961,2728,3689,1.333906,103.787478
589661,117,0,117,1.332975,103.787226
589662,1674,462,2136,1.333405,103.786284
589663,1906,315,2221,1.333012,103.786021
589664,1141,25,1166,1.333245,103.785272
589666,5,79,84,1.339787,103.777946
589695,1,2,3,1.334658,103.787937
589696,6,30,36,1.346872,103.787849
589697,3,1,4,1.34783,103.788814
589698,109,0,109,1.347029,103.787704
589699,52,0,52,1.347029,103.787724
589700,79,6,85,1.347158,103.787614
589701,5,0,5,1.347158,103.787634
589702,21,3,24,1.347415,103.787435
589703,2,0,2,1.335424,103.785788
589704,2,1,3,1.346872,103.787849
589705,12,0,12,1.347672,103.787276
589734,3,37,40,1.337875,103.787792
589735,29,10,39,1.337915,103.787732
589736,0,1,1,1.338725,103.784142
589737,1,0,1,1.337929,103.787685
589738,21,2,23,1.338037,103.787469
589739,8,4,12,1.338199,103.787166
589740,4,7,11,1.338145,103.787254
589741,43,2,45,1.338521,103.78695
589742,14,0,14,1.338199,103.787146
589743,3,2,5,1.338809,103.786912
589744,4,1,5,1.338336,103.787006
589745,54,1,55,1.339193,103.786887
589746,31,3,34,1.338732,103.786897
589747,1,1,2,1.347415,103.787455
589748,112,8,120,1.339183,103.786877
589777,74,14,88,1.34293,103.78727
589779,42,9,51,1.343023,103.787093
589780,166,4,170,1.343356,103.786934
589781,22,11,33,1.343237,103.78683
589782,4,0,4,1.346872,103.787869
589783,2,1,3,1.347662,103.787266
589784,23,0,23,1.343247,103.78682
589785,7,21,28,1.343684,103.787218
589786,2,1,3,1.343409,103.787001
589787,95,17,112,1.343893,103.787397
589788,7,30,37,1.343257,103.78683
589789,1,11,12,1.343739,103.786376
589790,44,3,47,1.343187,103.787591
589791,16,0,16,1.342758,103.787736
589818,16,27,43,1.335711,103.786489
589819,59,0,59,1.335701,103.786544
589820,47,11,58,1.33568,103.786652
589821,137,93,230,1.33567,103.786751
589822,14,21,35,1.335965,103.786943
589823,190,8,198,1.335987,103.786958
589824,20,17,37,1.336072,103.787017
589825,3,7,10,1.336115,103.787047
589826,130,7,137,1.336158,103.787077
589827,18,0,18,1.336217,103.787105
589828,34,15,49,1.336276,103.787132
589829,14,8,22,1.336335,103.78716
589831,24,24,48,1.33656,103.787228
589832,24,25,49,1.336668,103.787252
589833,9,4,13,1.337349,103.787632
589834,42,23,65,1.336678,103.787262
589835,29,1,30,1.337277,103.787759
589836,18,7,25,1.337349,103.787632
589837,34,0,34,1.337188,103.787935
589838,36,0,36,1.337155,103.78813
589840,32,0,32,1.337124,103.788335
589841,1,10,11,1.338501,103.787639
589842,10,0,10,1.337349,103.787652
589843,24,0,24,1.339037,103.787816
589844,20,20,40,1.337811,103.78791
589845,29,14,43,1.339575,103.787648
589846,37,12,49,1.338094,103.788013
589847,78,33,111,1.339585,103.787638
589849,10,0,10,1.338094,103.788013
589850,82,17,99,1.340314,103.787378
589851,24,6,30,1.339687,103.7867
589852,0,23,23,1.338391,103.78803
589853,1,2,3,1.343414,103.786669
589854,18,35,53,1.338802,103.787912
589855,11,1,12,1.339115,103.78781
589856,65,37,102,1.339428,103.787709
589857,122,5,127,1.341543,103.787098
589858,8,0,8,1.339585,103.787658
589859,14,4,18,1.341654,103.787543
589860,9,34,43,1.339604,103.787745
589861,13,0,13,1.341664,103.787553
589864,1,2,3,1.340585,103.78735
589865,35,6,41,1.34277,103.788128
589866,86,3,89,1.339749,103.788228
589867,31,0,31,1.342855,103.788138
589868,93,0,93,1.343473,103.787996
589869,3,6,9,1.339807,103.788422
589870,48,9,57,1.343024,103.788159
589871,111,19,130,1.339595,103.787648
589872,8,15,23,1.343193,103.788179
589873,7,15,22,1.340314,103.787398
589874,7,40,47,1.340595,103.78736
589875,4,6,10,1.340392,103.788112
589876,53,0,53,1.340322,103.788413
589877,32,12,44,1.340586,103.788421
589878,21,5,26,1.340586,103.788015
589879,25,0,25,1.340587,103.788237
589880,100,29,129,1.340807,103.787352
589881,34,16,50,1.341644,103.787553
589882,2,18,20,1.341644,103.787553
589883,1,7,8,1.341264,103.788251
589884,7,5,12,1.341612,103.787742
589885,40,8,48,1.341517,103.78815
589886,3,15,18,1.341654,103.787563
589887,55,62,117,1.342593,103.787864
589888,1,29,30,1.342676,103.788128
589889,6,378,384,1.342613,103.788626
589890,1,0,1,1.33801,103.787543
589918,1,0,1,1.336677,103.787261
589919,9,2,11,1.340854,103.787167
589920,55,0,55,1.340315,103.786756
589921,8,2,10,1.34101,103.78691
589922,0,2,2,1.338963,103.786882
589923,3,0,3,1.339691,103.788035
589924,24,1,25,1.341719,103.78661
589925,1,2,3,1.341619,103.78659
589926,5,2,7,1.342242,103.786599
589927,3,2,5,1.342232,103.786589
589956,1,2,3,1.34198,103.786584
589957,3,2,5,1.336605,103.785473
589958,0,1,1,1.340827,103.787242
589959,19,2,21,1.336582,103.785538
589960,12,5,17,1.336548,103.785657
589961,5,2,7,1.336537,103.78567
589963,2,0,2,1.341326,103.786669
589964,4,2,6,1.336468,103.785887
589965,5,0,5,1.336445,103.785933
589966,5,1,6,1.336428,103.786002
589969,0,2,2,1.336491,103.785801
589970,2,2,4,1.343551,103.787704
589971,0,3,3,1.336608,103.785484
590001,817,210,1027,1.318309,103.773096
590002,320,100,420,1.339168,103.775206
590003,267,95,362,1.338795,103.775106
590004,713,200,913,1.338532,103.774497
590005,608,167,775,1.338216,103.77446
590006,544,151,695,1.337743,103.774975
590007,391,119,510,1.337403,103.775023
590008,130,24,154,1.337922,103.77411
590009,675,320,995,1.338333,103.773294
590010,439,88,527,1.337764,103.773302
590011,701,41,742,1.338076,103.772657
590012,733,218,951,1.338392,103.772782
590013,568,312,880,1.33875,103.77251
590014,285,129,414,1.339053,103.772626
590015,169,111,280,1.339316,103.772082
590016,293,222,515,1.339378,103.77267
590017,587,354,941,1.339749,103.772568
590018,211,3044,3255,1.339986,103.773299
590019,192,2485,2677,1.339922,103.773874
590021,389,76,465,1.299509,103.837
591001,985,119,1104,1.318061,103.773103
591021,2,16,18,1.299509,103.837
591101,138,28,166,1.318325,103.775346
591201,135,61,196,1.318325,103.775346
591301,922,1004,1926,1.319363,103.774059
591401,1295,323,1618,1.318371,103.774199
591501,481,254,735,1.339559,103.774639
591601,7,390,397,1.33918,103.774385
592001,936,115,1051,1.317376,103.774127
593001,1097,210,1307,1.317376,103.774127
594001,460,137,597,1.317373,103.775099
595001,937,167,1104,1.31754,103.775908
596001,212,136,348,1.318356,103.776062
596150,96,906,1002,1.299509,103.837
596151,219,637,856,1.299509,103.837
596152,40,552,592,1.344059,103.76984
596155,1,1,2,1.336348,103.786232
596156,4,0,4,1.336308,103.786327
596160,0,9,9,1.299509,103.837
596161,11,1,12,1.299509,103.837
596162,10,0,10,1.299509,103.837
596163,1,1,2,1.299509,103.837
596164,99,0,99,1.299509,103.837
596165,181,7,188,1.299509,103.837
596166,0,5,5,1.299509,103.837
596167,25,0,25,1.299509,103.837
596168,42,0,42,1.299509,103.837
596169,7,2,9,1.299509,103.837
596170,0,1,1,1.336588,103.785542
596171,21,5,26,1.299509,103.837
596172,4,2,6,1.299509,103.837
596173,9,0,9,1.299509,103.837
596174,5,0,5,1.299509,103.837
596180,109,107,216,1.340527,103.773639
596181,107,14,121,1.344059,103.76984
596182,55,1,56,1.299509,103.837
596183,22,210,232,1.299509,103.837
596184,82,346,428,1.299509,103.837
596185,57,3,60,1.299509,103.837
596190,4,1,5,1.333905,103.768768
596191,1,0,1,1.299509,103.837
596195,895,0,895,1.339099,103.769175
596196,4,26,30,1.340688,103.771099
596197,0,14,14,1.299509,103.837
596200,4,1,5,1.344807,103.772839
596202,1,0,1,1.299509,103.837
596203,1,0,1,1.344807,103.772839
596204,1,0,1,1.344807,103.772839
596205,9,0,9,1.344876,103.772621
596206,11,0,11,1.344876,103.772621
596207,2,0,2,1.299509,103.837
596208,17,2,19,1.344876,103.772621
596209,32,2,34,1.344876,103.772621
596211,31,0,31,1.344964,103.772452
596212,44,1,45,1.344964,103.772452
596213,29,19,48,1.344964,103.772452
596214,1,2,3,1.336318,103.786337
596215,72,5,77,1.299509,103.837
596220,7,1,8,1.345307,103.771913
596221,17,0,17,1.340819,103.769822
596222,252,153,405,1.330876,103.757959
596223,49,208,257,1.330309,103.757702
596224,438,36,474,1.330586,103.757108
596225,325,161,486,1.331162,103.758186
596226,60,499,559,1.331405,103.757883
596227,200,140,340,1.331431,103.757348
596228,1644,208,1852,1.329739,103.756996
596229,1318,1001,2319,1.358318,103.765848
596230,2734,556,3290,1.35836,103.765649
596231,1986,65,2051,1.359766,103.765683
596232,91,2,93,1.359241,103.766206
596233,8,13,21,1.335993,103.771279
596234,4,19,23,1.336016,103.771286
596235,16,0,16,1.335981,103.771241
596236,13,1,14,1.336006,103.771256
596238,9,0,9,1.335987,103.771196
596239,9,1,10,1.335934,103.771092
596242,61,0,61,1.335949,103.771077
596244,1,3,4,1.299509,103.837
596245,9,2,11,1.335863,103.770867
596246,17,1,18,1.335911,103.770957
596247,3,2,5,1.335839,103.770792
596248,0,2,2,1.344876,103.772621
596249,4,2,6,1.335816,103.770717
596250,18,1,19,1.335874,103.770837
596251,2,0,2,1.335892,103.770897
596252,11,4,15,1.335855,103.770777
596253,6,0,6,1.335768,103.770568
596254,2,1,3,1.344098,103.77431
596255,2,9,11,1.335745,103.770493
596256,0,1,1,1.344876,103.772621
596257,1,0,1,1.335817,103.770657
596258,4,0,4,1.33593,103.771017
596259,11,1,12,1.335634,103.77048
596261,11,0,11,1.335537,103.770533
596262,1,1,2,1.335792,103.770643
596263,4,1,5,1.335343,103.770638
596264,46,0,46,1.335741,103.770418
596265,3,2,5,1.335159,103.770733
596266,229,1,230,1.335727,103.770372
596267,2,1,3,1.335836,103.770717
596268,2,0,2,1.33576,103.770478
596269,3,2,5,1.335657,103.770144
596270,2,10,12,1.335699,103.770426
596271,1,0,1,1.335731,103.770428
596272,1,0,1,1.335666,103.770443
596273,57,0,57,1.335537,103.770513
596274,26,1,27,1.335472,103.770548
596275,0,2,2,1.335685,103.770235
596276,2,1,3,1.335713,103.770327
596277,1,0,1,1.335602,103.770478
596278,2,1,3,1.335343,103.770618
596279,0,3,3,1.335214,103.770688
596280,2,6,8,1.335121,103.771154
596281,0,3,3,1.335149,103.770723
596282,2,1,3,1.33519,103.771165
596283,8,1,9,1.335465,103.771212
596284,7,4,11,1.335602,103.771236
596285,10,0,10,1.33574,103.771259
596286,45,1,46,1.335877,103.771283
596287,13,4,17,1.336015,103.771306
596288,2067,9395,11462,1.335748,103.78213
596289,927,29,956,1.335023,103.781893
596290,924,118,1042,1.338944,103.77142
596291,0,25,25,1.339656,103.766428
596292,23,0,23,1.339655,103.766427
596293,12,28,40,1.339579,103.765964
596294,8,3,11,1.339578,103.765964
596295,21,58,79,1.339493,103.765976
596296,18,1,19,1.339492,103.765975
596297,1,10,11,1.339319,103.765999
596298,5,17,22,1.339318,103.765998
596299,8,24,32,1.339156,103.766012
596300,71,62,133,1.339155,103.766011
596301,155,825,980,1.357579,103.765507
596302,907,226,1133,1.328935,103.773437
596305,44,65,109,1.353489,103.765773
596306,3,2,5,1.342233,103.774757
596307,1,4,5,1.341872,103.774906
596308,0,1,1,1.335278,103.770653
596309,0,1,1,1.342276,103.774748
596310,5,2,7,1.342308,103.774736
596312,3,22,25,1.342349,103.774726
596313,50,0,50,1.342184,103.774831
596314,12,44,56,1.341911,103.774892
596315,0,2,2,1.335408,103.770583
596316,5,31,36,1.34197,103.774878
596318,0,20,20,1.342087,103.774849
596320,4,16,20,1.342205,103.774821
596321,2,1,3,1.335327,103.771189
596322,3,12,15,1.342323,103.774793
596323,5,0,5,1.342808,103.774681
596324,0,1,1,1.341934,103.774891
596326,0,2,2,1.342309,103.774801
596327,7,1,8,1.343057,103.77462
596328,5,1,6,1.343182,103.77459
596329,3,2,5,1.343307,103.77456
596330,48,3,51,1.343432,103.77453
596331,1,0,1,1.342475,103.774714
596332,1,0,1,1.343557,103.7745
596333,46,2,48,1.343191,103.774857
596334,0,3,3,1.342683,103.774711
596335,1,2,3,1.342627,103.774666
596336,3,1,4,1.335798,103.770598
596337,1,1,2,1.342608,103.774709
596338,16,4,20,1.342812,103.774617
596339,8,0,8,1.343321,103.774859
596340,2,2,4,1.342777,103.774626
596341,11,0,11,1.343401,103.774817
596342,1,5,6,1.34303,103.774552
596343,27,1,28,1.343453,103.774829
596344,1,5,6,1.34317,103.774519
596345,3,0,3,1.343214,103.774874
596346,0,3,3,1.343488,103.774804
596347,5,0,5,1.343543,103.774781
596348,2,2,4,1.342985,103.774555
596349,10,3,13,1.343602,103.774763
596350,0,1,1,1.343146,103.774594
596351,5,3,8,1.344447,103.773749
596353,0,3,3,1.343271,103.7745
596354,3,0,3,1.344531,103.773681
596355,4,0,4,1.343383,103.774467
596356,0,2,2,1.343267,103.774843
596357,1,22,23,1.344599,103.773495
596358,1,1,2,1.343801,103.774372
596359,36,0,36,1.344612,103.773396
596360,25,9,34,1.344437,103.773739
596361,1,4,5,1.34463,103.773298
596362,0,1,1,1.343459,103.774442
596364,0,2,2,1.344386,103.773857
596365,1,2,3,1.343697,103.774398
596366,3,0,3,1.344654,103.77315
596368,2,2,4,1.344531,103.773681
596369,0,2,2,1.344661,103.7731
596370,73,2,75,1.344722,103.772868
